"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
0,1200,3,6,4.83,34,35
0,1200,NA,NA,4.58,333,-28
0,1200,NA,NA,4.25,-28,-28
0,1200,4,4,10.41,297,380
1,1200,NA,1,1.58,-8,-7
0,1100,5,4,33.08,-108,-25
0,1200,7,6,4.33,111,236
0,1200,3,6,4.91,361,33
0,1200,3,8,9.41,-31,-34
0,1200,NA,NA,30.25,-170,NA
0,1200,4,9,6.75,698,1157
0,1200,2,7,3.75,127,213
0,1300,3,7,22.83,-3,-8
0,1200,4,8,3.16,968,1033
0,1200,NA,NA,6.08,-27,NA
0,1300,NA,NA,21.66,-64,NA
0,1100,3,7,2.16,84,79
0,1200,5,6,8.5,335,244
0,1200,4,8,7.83,-24,-20
0,1200,2,9,4.25,-48,0
0,1200,4,6,25.25,779,126
1,1300,4,8,3.58,-18,-31
0,1200,7,1,21.75,133,123
0,1200,NA,NA,3.75,-102,-121
1,1200,4,6,3,-33,-26
0,1100,NA,NA,34.33,336,639
0,1300,NA,NA,18.83,-126,-96
0,1100,3,6,0.33,16,28
0,1200,5,3,8.83,39,-57
0,1200,2,3,28.25,-13,208
0,1200,3,9,9.08,186,NA
0,1200,4,6,2.41,-16,-21
0,1200,NA,8,6.33,99,106
0,1100,3,5,4.58,-144,68
0,1300,2,7,0.58,-5,NA
0,1300,4,9,1,11,10
0,1200,NA,NA,9.5,81,NA
1,1200,2,7,10.5,-28,-78
0,1200,NA,NA,0.25,-3,0
0,1200,2,7,10.41,-3,-2
0,1200,4,6,6.91,-9,-11
0,1100,NA,4,6.66,17,-69
0,1200,NA,NA,10,75,NA
0,1200,4,4,21.91,241,221
0,1200,5,9,16.08,-125,-49
0,1200,3,5,22.66,307,153
0,1300,NA,NA,2.33,-3,15
1,1200,2,6,6.41,6,8
0,1200,NA,NA,9.08,-34,-14
0,1200,3,6,4.91,38,39
0,1200,6,2,18.58,191,393
0,1100,NA,NA,26.25,733,703
0,1100,6,1,32.25,-79,-14
0,1200,NA,NA,6,-20,451
0,1300,NA,NA,1.66,18,NA
0,1200,7,6,33,294,308
0,1200,7,4,5.25,201,212
1,1200,4,9,2.5,37,271
0,1100,NA,NA,0.5,162,81
0,1200,4,8,0.75,1858,8038
0,1200,6,6,26.75,86,-51
0,1200,NA,NA,1.33,-1,NA
0,1200,4,9,14.91,177,288
0,1200,6,6,12.75,-52,-37
0,1200,6,4,6.5,60,87
1,1100,5,9,15.08,-68,-68
0,1200,7,7,18.75,144,134
0,1200,2,9,4.66,263,242
0,1300,6,2,3.58,-194,-83
0,1300,NA,NA,6.41,-1,-1
0,1200,5,7,5.66,141,35
0,1200,3,5,6.33,-29,675
0,1200,2,5,1.5,-23,NA
0,1100,5,5,3.33,42,61
0,1300,7,3,35.66,368,431
0,1200,5,9,14.5,390,542
0,1200,4,7,20.08,6,-13
0,1200,2,3,8.91,-59,-44
0,1200,4,6,5.58,76,4
0,1200,3,1,6,22,124
0,1200,4,9,24.66,166,319
0,1100,5,8,2,49,-27
0,1200,2,8,4.41,-3,-3
1,1200,2,6,4.5,-152,NA
0,1300,NA,NA,19.5,-6,-6
0,1100,2,1,7.33,-45,-95
0,1300,4,7,7.66,-60,-109
1,1200,2,9,5.83,110,379
0,1200,NA,NA,0.5,-38,NA
0,1300,3,6,21.83,334,276
1,1200,2,6,2.75,72,NA
0,1200,2,3,5.08,-45,NA
0,1200,3,7,12.16,380,485
0,1300,5,6,19.66,353,378
0,1100,2,1,3.83,-190,-147
0,1100,3,1,6.91,105,11
0,1200,7,3,22.75,1387,382
0,1100,5,1,3,341,423
0,1200,4,7,2,54,82
0,1200,2,9,4.83,-176,-166
0,1200,NA,NA,2.5,-3,NA
1,1200,3,3,8,25,36
0,1200,3,6,5.91,72,224
0,1200,2,3,3.41,0,NA
0,1200,4,8,3.83,-10,77
0,1200,2,1,2.66,-30,-27
0,1200,4,8,9.58,-64,-35
1,1200,4,6,15.83,37,94
0,1200,5,1,16.75,82,462
0,1200,2,3,2.75,-48,-85
0,1200,2,6,3.66,-19,-73
0,1200,NA,8,5.16,-64,-12
0,1300,5,4,19.25,-45,61
0,1200,4,6,20.33,881,1056
0,1200,4,9,3.16,75,193
1,1100,6,9,10.66,193,137
0,1200,7,1,6.66,23,-35
0,1200,3,6,14.5,623,750
0,1200,2,3,5.25,-83,1510
0,1200,3,6,6,61,58
0,1100,5,5,15.75,-49,-50
0,1200,NA,NA,18.58,349,377
0,1200,4,9,9.25,83,132
0,1200,NA,NA,3.58,11,NA
0,1200,NA,NA,9.5,65,221
0,1100,4,8,24.83,170,325
0,1200,6,8,18.5,125,213
0,1200,NA,NA,11.83,192,232
0,1200,5,5,8.58,-54,-20
1,1200,3,7,15.58,228,595
0,1200,5,6,14,-26,-25
0,1200,4,8,13.16,597,199
0,1200,3,6,0.83,-17,299
1,1200,2,7,8.16,-51,-100
1,1300,4,4,3.66,3,-9
0,1200,5,8,24.5,54,94
0,1200,4,3,5.33,-10,-6
0,1200,NA,NA,3.08,-12,NA
1,1200,3,6,15.25,-106,-12
0,1200,2,8,1.33,71,249
0,1200,2,1,9.66,-35,-31
0,1200,5,6,2.16,1,265
0,1300,7,2,29.75,-75,-124
0,1100,NA,NA,4.33,-73,-5
0,1300,2,4,1.41,-45,189
0,1100,7,4,6.33,-49,-57
0,1300,NA,7,28.16,563,987
0,1300,NA,NA,20,-76,NA
0,1200,5,1,2.5,-76,-33
0,1300,NA,3,0.83,-29,1942
0,1300,2,3,12.41,30,125
0,1200,7,7,3,-7,-51
1,1200,5,4,8,-21,403
0,1200,3,9,13.16,-23,51
0,1200,NA,NA,2.91,94,NA
0,1200,6,5,30.5,-15,-182
0,1200,1,5,6.5,20,-18
0,1200,6,4,20.33,-126,-135
0,1200,NA,NA,19.91,554,694
0,1200,3,NA,2.08,-29,-50
0,1200,4,9,20.25,23,24
0,1200,3,8,8.16,26,41
0,1200,3,4,5.5,-29,-13
0,1200,NA,NA,8.66,-26,NA
0,1200,6,3,36.75,-97,-38
0,1300,2,8,5.25,28,-73
0,1200,3,6,6.58,46,269
0,1300,3,3,11.33,-44,-22
0,1200,NA,NA,25.41,147,210
1,1200,NA,NA,9.25,-143,-171
0,1300,NA,NA,0.58,5,NA
0,1200,4,6,22.33,-59,-79
1,1200,NA,NA,11.91,111,128
0,1200,NA,NA,3.83,-2,NA
0,1100,3,5,4.5,50,33
0,1200,NA,NA,5,-61,101
0,1200,4,3,12.58,-73,-119
0,1200,5,9,26.58,133,171
0,1100,1,2,3.75,31,-34
0,1200,4,4,8.25,8,385
0,1200,7,6,22.5,152,82
1,1200,4,6,7.66,169,145
0,1300,NA,NA,1,-23,-27
0,1300,6,6,5.66,-134,-198
0,1200,6,9,24.08,257,427
0,1200,3,1,0.25,15,38
0,1300,5,3,12,1286,1398
1,1200,2,8,5.5,169,175
0,1300,4,6,11,3,62
0,1200,NA,NA,5.91,-42,84
0,1200,2,4,1.66,-17,2
0,1200,4,8,2.5,755,1001
0,1200,3,6,1.33,31,105
0,1200,NA,NA,0.33,0,NA
0,1100,3,7,1.75,-24,316
0,1200,3,7,12.33,-108,105
0,1300,NA,NA,1.16,104,NA
0,1100,4,7,16.41,733,376
0,1300,3,5,4.58,511,319
0,1200,5,7,3.58,-100,-95
0,1200,3,3,1.5,268,10
0,1200,7,7,3,1010,771
0,1100,4,5,17.5,92,174
0,1200,3,4,21.66,-40,11
1,1200,4,7,11.83,864,887
0,1200,2,3,6.91,18,-58
0,1200,2,4,3.41,13,10
0,1200,4,NA,3.16,-16,-65
0,1200,4,9,11.5,-49,306
0,1100,2,4,6.25,30,NA
0,1200,4,7,6.16,105,75
0,1200,NA,NA,3.08,128,317
0,1200,NA,NA,7.41,-22,NA
0,1200,5,6,13.5,22,-23
0,1200,6,3,5,171,163
0,1200,NA,NA,7.33,128,285
0,1200,6,9,28.58,1251,1293
1,1200,6,5,14.25,14,22
0,1300,4,6,1.83,103,112
0,1200,NA,7,1,-40,-15
0,1200,2,5,3.66,1276,517
0,1200,4,4,9.75,7,13
0,1200,7,6,19.41,-80,-83
0,1200,NA,NA,18.25,162,202
0,1200,3,6,15.16,-28,-27
0,1200,3,6,5.91,47,NA
0,1200,NA,NA,1.5,92,87
0,1100,NA,NA,0.41,-28,-28
1,1200,NA,NA,2.5,-7,NA
0,1100,5,1,11.58,302,-40
0,1200,5,8,17.75,456,525
0,1200,4,8,29.41,-41,-7
0,1100,NA,NA,5,180,151
0,1100,NA,NA,4.83,350,678
0,1200,7,3,2.5,492,589
1,1200,2,5,14.33,754,629
0,1300,NA,NA,11.83,-61,-53
0,1200,NA,NA,17,-57,NA
0,1200,6,3,11.75,478,572
0,1200,4,7,9.08,-48,-36
0,1200,NA,NA,24.41,25,32
1,1300,2,6,7.16,197,163
0,1200,7,7,19.16,775,1227
0,1300,NA,NA,4.75,-33,-35
0,1100,NA,NA,6.58,-2,10
0,1300,1,5,0.16,0,144
0,1200,6,5,22.08,185,94
0,1200,4,9,15.83,-39,-43
0,1100,4,2,20.33,190,21
0,1100,4,3,6.83,35,61
0,1200,3,7,4.91,-159,-104
0,1300,7,4,35.66,137,128
0,1200,1,NA,2.83,-13,-26
0,1200,2,3,9.41,85,148
0,1200,NA,NA,0.5,11,NA
0,1200,3,9,31.83,135,221
0,1200,7,9,38.41,701,603
0,1200,7,9,23.16,21,229
0,1300,2,4,3.91,-149,-214
0,1200,5,6,11.33,56,187
0,1200,NA,NA,39.41,-11,-5
0,1200,6,9,32.66,210,577
0,1200,3,9,18.16,-21,141
1,1200,2,6,9.66,230,911
0,1200,NA,NA,9.58,188,NA
0,1200,5,1,7.25,-1,-12
0,1100,4,5,5.25,-2,-2
0,1200,3,6,1.5,-78,-116
0,1200,4,5,4.58,-48,-62
0,1200,5,8,1.41,-15,-48
0,1300,5,NA,13.33,-132,-198
0,1200,2,7,0.41,14,NA
0,1200,NA,NA,3.5,-28,NA
0,1300,4,5,24.91,-47,-109
1,1200,3,6,8.66,-34,-45
0,1300,6,3,10.25,-139,NA
0,1200,6,2,10.33,-87,-81
0,1200,NA,NA,7.41,-50,NA
0,1300,3,6,8.25,91,-14
0,1200,7,5,8.66,245,296
0,1200,7,2,38.08,-64,-102
0,1200,3,9,5.83,300,799
0,1200,2,6,2.83,-51,144
0,1200,4,6,3.75,7,-14
0,1300,NA,NA,0.5,-32,-12
0,1200,4,3,13.83,384,NA
0,1100,3,4,13.08,-16,-17
0,1200,NA,NA,0.66,-34,-27
0,1200,2,7,3.16,534,12
0,1200,2,3,2.33,-29,-28
0,1200,5,6,22.08,210,303
0,1200,1,3,0.83,-33,167
0,1200,5,7,1.58,14,-26
0,1200,NA,NA,1,-29,NA
0,1200,NA,NA,14.41,147,80
0,1100,4,5,7.33,51,-35
0,1100,4,6,15.75,-129,211
0,1200,5,9,14.16,-72,137
0,1200,NA,NA,4.83,-42,NA
0,1200,2,1,6.41,-8,-50
0,1200,4,9,11.33,1139,1325
0,1200,5,3,4,-64,NA
0,1100,2,1,1.33,-31,-31
0,1200,3,9,15.25,-121,-273
0,1200,6,6,2.83,481,170
0,1100,NA,NA,0.83,-31,NA
0,1200,3,9,17.33,-100,-91
0,1200,4,5,20.91,13,37
1,1300,1,6,5.58,0,94
0,1200,3,1,1.66,74,74
0,1200,NA,NA,1.08,147,138
0,1200,5,5,6,82,233
0,1200,2,NA,2.83,-16,-17
0,1200,5,3,1.33,51,-49
0,1100,NA,NA,33.83,31,130
0,1200,5,4,2.58,-9,-21
0,1200,6,3,29.25,401,1844
0,1200,3,9,18.75,-34,NA
0,1200,NA,NA,1.41,-23,NA
1,1200,NA,NA,8,-28,75
0,1200,NA,NA,3.25,-79,10
1,1200,4,5,2.83,-19,NA
0,1200,NA,NA,11.83,-22,19
0,1200,5,7,31.33,37,433
0,1100,2,5,6.16,2,NA
0,1200,2,7,5.83,32,-18
0,1200,5,7,6.75,-143,-154
0,1200,4,4,28.5,55,49
0,1100,NA,NA,15.08,47,22
0,1200,4,4,11,113,160
0,1100,6,3,27.5,13,42
0,1200,NA,NA,17.25,35,7
0,1200,5,6,20.75,444,290
0,1200,NA,NA,6.58,-9,-28
0,1200,2,2,4.5,-99,-82
0,1100,2,1,5.41,11,-46
0,1100,NA,NA,15.33,609,NA
1,1200,5,5,4.91,-83,-64
0,1200,6,4,7.08,103,158
1,1200,4,7,4.66,338,265
0,1200,NA,NA,3.58,-68,NA
0,1200,4,6,11,175,192
0,1200,5,9,3.75,-76,-78
0,1200,NA,NA,4.91,-53,NA
0,1200,3,9,11.75,-39,-11
0,1300,4,8,18.66,526,358
0,1300,NA,NA,5.91,2,2
0,1300,7,1,22.91,-2,-10
0,1300,4,6,22.08,408,366
0,1100,2,5,10.5,39,43
0,1200,NA,NA,10.75,27,NA
1,1200,2,2,5.41,115,71
0,1300,4,6,22.58,355,695
0,1100,NA,1,24.25,-24,-26
1,1200,5,6,1,-38,-47
0,1200,3,7,8.08,222,282
0,1200,7,3,10.83,169,171
1,1200,5,7,16.5,53,308
0,1300,5,9,12.5,2,-44
0,1200,2,6,4.5,111,108
0,1200,4,4,24.25,398,-84
1,1200,NA,NA,4,50,NA
0,1200,6,5,4.83,-38,-8
0,1100,NA,NA,1.58,-3,NA
0,1200,NA,NA,4.5,-10,-60
0,1300,3,2,16.25,-62,-62
0,1200,3,6,17.5,393,322
0,1200,3,2,20.25,143,114
1,1200,2,6,5.41,-22,16
0,1300,6,6,4,55,NA
0,1200,3,6,18.33,277,78
0,1300,5,6,3.33,998,108
0,1200,6,5,7.83,282,413
0,1200,NA,NA,6.66,11,10
0,1200,7,NA,17.33,-142,1
0,1100,NA,NA,21.66,-7,NA
0,1200,NA,NA,0.58,-73,NA
0,1200,NA,NA,0.83,5,6
0,1200,7,4,3.75,131,-22
1,1200,4,9,10.33,185,171
0,1200,4,6,4.75,138,171
0,1200,6,3,31.75,825,680
0,1200,2,8,4.83,649,261
0,1200,NA,NA,11,108,NA
0,1200,3,3,4.25,-6,NA
0,1200,3,4,6.58,-82,-55
0,1200,NA,NA,14.75,42,17
1,1200,2,9,4.41,31,-29
0,1200,4,9,4.08,241,26
0,1200,6,NA,4,38,-67
0,1300,NA,NA,2.41,546,NA
0,1200,5,5,18.58,1580,1521
0,1200,3,6,8.66,101,83
0,1100,4,5,10.58,-2,-2
0,1200,NA,NA,3.08,-2,NA
0,1200,3,7,14.08,730,1173
0,1200,2,7,6.91,-39,-19
0,1200,NA,NA,5.41,464,462
0,1100,NA,NA,12.66,-19,-18
0,1200,3,6,6.08,-53,-49
0,1200,4,8,13.75,-48,-25
0,1200,5,9,13.25,719,NA
0,1100,NA,NA,21,-26,-70
0,1200,7,6,33.83,843,1189
0,1200,2,4,7,-81,-103
0,1300,3,6,12.33,-28,NA
0,1200,NA,NA,2.58,-35,-14
0,1200,2,3,16.91,-2,219
0,1200,3,9,5.91,169,167
0,1200,NA,NA,1.5,-51,NA
0,1200,NA,NA,7.33,68,40
0,1200,7,7,5.41,-45,-89
0,1200,NA,NA,1.75,-1,-22
0,1300,4,7,3.91,329,327
1,1100,NA,NA,2.5,-5,0
0,1200,NA,NA,0.41,-32,NA
0,1300,NA,NA,22.08,156,181
0,1100,4,4,19.16,17,31
1,1200,4,9,6.83,-109,-86
1,1200,4,8,5,173,138
0,1200,7,2,26,525,540
0,1200,2,6,4,-49,-27
0,1200,4,3,24.66,-50,-86
0,1200,7,4,15.66,211,284
0,1200,NA,NA,7,51,NA
0,1200,2,7,14.75,-54,-49
0,1200,6,5,37.66,385,575
0,1200,4,1,5.75,480,262
0,1300,NA,NA,5.83,-105,NA
1,1200,1,7,3.08,-85,-72
0,1200,7,6,11.41,88,353
0,1100,4,6,25.16,96,-72
0,1100,4,6,10.83,217,96
0,1200,6,6,20.16,135,59
0,1200,NA,NA,5.41,-95,-95
0,1100,NA,NA,8.83,27,2
0,1300,4,6,2.5,132,86
1,1200,NA,NA,4.5,-33,-45
0,1200,2,5,4.16,197,292
0,1200,NA,NA,0.66,-28,-36
0,1100,4,5,11.83,-125,-62
0,1200,3,7,5.5,292,1012
0,1100,NA,NA,2.41,-11,-8
0,1200,3,6,16.16,1517,798
0,1200,2,3,13,-45,-93
0,1200,3,6,2.08,485,493
0,1200,5,9,3.16,17,-12
1,1200,3,7,15.75,164,112
0,1200,7,4,19.41,272,168
0,1300,NA,NA,11.66,-72,-72
0,1100,NA,NA,0.5,-36,NA
0,1200,4,7,23.75,327,213
1,1200,4,6,7.75,208,657
0,1200,4,7,3.83,10,-17
0,1200,NA,NA,5,-49,NA
0,1100,2,6,4,245,456
0,1300,5,2,4.83,-58,-47
0,1200,3,6,5.66,360,390
0,1200,3,6,9.41,-162,-171
0,1200,2,6,18.5,66,203
1,1200,3,7,6.08,988,-126
1,1100,2,3,7.83,498,423
0,1200,2,6,5.83,28,161
0,1200,2,9,2.83,152,-47
0,1200,NA,NA,0.58,-9,11
0,1300,NA,NA,1.75,-83,-83
0,1200,5,6,34.25,-124,25
0,1100,NA,NA,5.58,11,48
0,1300,NA,NA,10.41,68,139
1,1200,NA,NA,25.16,70,107
1,1200,4,1,1.16,3,152
0,1200,5,8,4.16,-205,-244
0,1300,NA,NA,0.41,-34,-6
0,1200,NA,NA,12.16,95,NA
0,1200,NA,NA,0.16,109,-83
0,1200,7,6,19.33,642,590
0,1300,NA,NA,0.5,1,-24
0,1200,2,9,6.75,195,388
0,1200,7,6,10.91,34,48
0,1200,3,6,7.58,31,-23
0,1200,2,9,8.58,7,60
0,1200,4,8,16.58,79,592
0,1200,6,1,11.58,300,160
0,1200,NA,NA,12.66,407,NA
0,1200,4,6,12.25,-44,-128
1,1200,7,1,5.66,-63,25
0,1200,4,8,7.25,-38,-26
0,1200,6,7,13.08,305,285
0,1200,NA,NA,3.75,-158,NA
0,1200,NA,NA,30.08,-169,-68
0,1300,NA,NA,9.91,19,NA
0,1200,2,6,3.33,-73,184
1,1200,4,8,7.91,-6,-17
0,1200,4,3,3.91,-10,104
0,1200,NA,NA,5.16,-128,-159
0,1100,NA,NA,6.25,-2,-2
0,1200,3,6,17.91,13,24
0,1200,3,6,8.75,-50,-56
0,1200,5,6,25.33,5,4
0,1100,NA,NA,11.58,157,-47
0,1200,NA,NA,4.25,-9,NA
0,1200,NA,9,16.58,36,39
0,1100,5,9,1.83,291,-68
0,1200,5,4,6.25,124,NA
0,1300,4,8,15.75,-83,-37
0,1200,NA,NA,7.5,111,NA
0,1200,2,3,0.75,-9,-29
0,1200,NA,NA,6.25,-52,NA
0,1200,2,4,3.75,-48,-81
0,1100,2,4,7.41,-27,-27
0,1200,NA,NA,3.33,-20,-6
0,1200,4,6,2.58,-106,-152
0,1200,4,6,13.58,-3,-3
0,1200,2,3,7.58,-1,NA
0,1200,NA,NA,5.41,-25,NA
0,1200,NA,NA,3.5,-31,NA
0,1200,4,3,5.91,-44,-73
0,1200,6,6,31.33,180,445
0,1200,6,4,40.58,161,64
0,1200,NA,NA,18.66,-13,-14
0,1200,NA,NA,3.58,-23,-28
0,1200,3,6,4.83,240,117
1,1200,5,9,10.66,596,926
0,1200,2,NA,3.58,-40,20
0,1200,7,2,22.08,506,561
0,1200,4,6,11.75,44,62
1,1200,4,7,26.58,609,773
0,1100,3,5,1.5,-9,-22
0,1200,NA,NA,0.91,16,349
0,1100,6,1,35.08,299,369
0,1200,5,1,9.66,72,107
1,1200,2,3,0.25,-6,197
0,1200,2,3,4.91,-17,NA
1,1200,5,6,8.83,-16,-24
0,1200,3,8,3.41,-75,-92
1,1200,5,4,12.16,167,86
0,1200,2,6,7.33,-128,-128
0,1300,6,7,11.83,306,464
1,1200,NA,NA,8.08,59,-4
0,1200,3,6,5.25,55,-87
0,1200,3,5,14.25,-21,-55
0,1200,5,9,23.66,12,6
0,1200,7,9,19.16,12,13
0,1200,6,8,5.5,-13,2
0,1200,1,6,6.91,-14,-51
0,1300,2,4,2.33,238,16
0,1200,4,9,6.25,671,668
0,1100,NA,NA,20.41,-71,NA
1,1200,2,3,3.75,14,-9
0,1100,6,6,5.33,-12,-43
0,1200,6,4,10.66,46,102
0,1100,6,5,12.33,-18,-17
0,1200,3,3,14.83,101,62
0,1100,3,6,2.5,93,121
0,1200,3,7,6.91,26,35
0,1300,5,4,15.83,112,53
0,1200,5,1,23.83,-105,-62
0,1200,5,8,6.91,56,123
1,1200,1,3,3.16,28,-9
1,1100,NA,NA,13.41,-51,-71
0,1200,5,9,18,-119,-62
0,1200,1,NA,3.58,-24,9
0,1200,2,7,7.16,-85,-191
0,1200,3,9,16.5,38,-21
0,1300,4,7,3.25,-3,-3
0,1200,4,8,6.08,121,174
0,1100,NA,NA,13,-139,NA
0,1300,6,4,22.41,124,262
0,1300,7,1,21.83,74,NA
0,1300,2,8,1.16,40,390
0,1300,NA,NA,1.66,235,NA
0,1100,4,4,6.66,63,-30
0,1200,5,9,27.25,44,-68
0,1200,6,9,23.16,-119,-117
0,1300,4,6,19.75,-55,6
0,1200,NA,NA,0.5,40,34
0,1200,4,8,4.08,-48,14
0,1200,NA,NA,5.08,32,NA
0,1200,3,6,2.5,-9,-28
0,1200,4,6,26.41,-110,-17
0,1200,2,3,4.58,26,NA
1,1200,NA,NA,13.08,4,-28
0,1300,2,8,11.83,2,2
0,1200,7,6,27.41,520,385
1,1200,5,9,1.5,339,NA
0,1200,NA,NA,15.16,735,899
0,1100,NA,NA,7.25,-49,NA
0,1200,NA,NA,4.25,-18,-30
1,1200,4,7,18.41,-124,-109
0,1200,NA,NA,1.41,253,455
0,1300,6,6,21.75,111,215
0,1200,2,5,7.16,49,-19
1,1200,2,8,19.5,539,515
0,1200,4,8,4.08,-21,-2
0,1300,3,6,11.66,201,285
0,1200,NA,NA,13.16,-12,-29
1,1200,3,6,21.41,-9,64
0,1200,4,1,9.33,8,29
1,1200,7,3,17.33,279,373
0,1200,NA,NA,30.33,133,-31
1,1200,3,6,11.83,59,19
0,1200,3,9,5,116,310
0,1300,4,4,7.16,-4,60
0,1200,3,4,1.58,-20,-31
0,1200,5,7,33.75,107,115
0,1200,4,7,22.75,69,158
0,1200,7,8,40.33,-128,7
0,1200,3,3,9.16,3,1
0,1200,NA,NA,2.08,329,NA
0,1300,5,4,34.25,660,729
1,1200,3,9,9.08,121,227
0,1200,2,2,6.25,180,192
0,1200,5,7,2.66,443,379
0,1300,4,5,7,-43,-124
0,1200,7,4,30.33,528,1048
0,1200,NA,NA,3.16,366,465
0,1300,4,7,17.41,30,138
0,1200,NA,NA,2.08,-22,-27
0,1200,NA,4,0.66,-20,-72
1,1200,4,7,5.91,22,27
0,1200,NA,NA,0.25,14,NA
0,1100,6,5,36.66,-27,NA
0,1200,NA,NA,2.16,-6,NA
1,1200,NA,NA,2.16,-36,NA
0,1200,2,3,10.75,48,NA
0,1200,3,3,10.83,212,-3
0,1100,NA,NA,23.75,-122,-99
0,1200,5,5,10.83,-127,-122
1,1200,3,4,10.58,9,36
1,1200,2,7,1.16,212,196
0,1200,2,9,1.83,305,NA
0,1200,NA,NA,1.16,-30,-18
0,1200,5,5,19.83,-68,-59
1,1200,NA,NA,3.41,-6,NA
0,1200,3,6,9.08,-44,-36
0,1200,NA,NA,6.91,249,NA
0,1200,5,5,8.33,922,589
0,1200,4,1,3.08,-3,NA
0,1200,4,6,15.16,-95,-77
0,1100,5,3,33.83,107,303
0,1200,4,6,7.91,104,2142
0,1100,NA,NA,26.83,-14,NA
0,1300,3,3,6.66,-28,-37
0,1200,5,9,16.83,48,138
0,1300,5,6,3.75,1773,1377
0,1200,4,9,17.83,249,701
0,1200,NA,6,6.33,-109,-22
0,1100,NA,NA,1.41,-2,-3
0,1200,3,6,13.5,40,-27
0,1200,2,9,14.66,-78,-61
0,1200,NA,NA,0.5,142,NA
1,1200,3,6,2.25,435,676
1,1200,2,7,7.5,58,-83
0,1200,NA,NA,13.5,288,286
0,1100,7,4,5.75,538,693
0,1200,NA,NA,15,29,NA
0,1300,7,1,22.08,2,34
0,1200,5,4,22.08,32,-20
1,1200,NA,NA,5.66,-75,NA
0,1200,5,6,27.16,-90,625
0,1100,5,4,5.58,-17,81
0,1200,3,3,7.33,6,10
0,1300,NA,NA,20.58,-34,41
0,1300,NA,NA,0.75,3,NA
0,1200,7,9,4.66,441,360
0,1200,3,6,8.91,144,173
0,1100,4,4,2.16,-3,14
0,1200,3,6,7.91,297,228
0,1200,NA,NA,6.5,-55,NA
0,1100,2,1,10.58,-109,NA
0,1200,4,9,11,1007,980
0,1200,6,5,39.16,289,282
0,1200,3,9,10.66,85,77
0,1200,4,6,5.41,554,343
0,1200,NA,NA,7.91,1022,968
0,1200,4,9,9.08,518,NA
0,1200,3,1,5.75,-29,26
0,1100,NA,NA,0.25,-29,NA
1,1200,5,9,8.58,11,-56
0,1200,5,1,30.08,1078,1791
0,1200,3,5,13.5,-176,-234
0,1200,5,6,11.16,162,-24
0,1200,6,6,2.58,13,42
0,1200,NA,NA,3.41,-17,3
0,1200,3,6,2.58,-84,4
0,1200,2,6,15.5,696,547
0,1300,NA,NA,32.08,-158,NA
0,1300,NA,NA,11.08,43,-6
1,1200,2,9,0.5,209,177
1,1100,5,1,12.66,148,-14
0,1300,3,7,2.58,40,-3
0,1100,7,1,2.58,-96,-11
0,1200,4,9,1,-36,11
0,1200,2,6,4.5,-7,-2
0,1200,NA,NA,8.5,321,367
1,1100,4,1,7.58,-195,-136
0,1300,5,5,31.08,877,46
0,1200,5,6,3.91,-50,-38
0,1200,2,9,7.33,283,177
0,1200,3,3,21.5,12,106
0,1300,NA,NA,2.5,28,NA
0,1100,4,9,3.5,-6,NA
0,1200,2,7,11.66,359,121
0,1200,3,9,8.33,293,602
1,1300,7,7,9.91,145,121
0,1200,7,5,8.33,-33,47
0,1300,7,9,13.91,465,53
0,1300,7,7,9.41,287,147
0,1200,2,6,2.41,170,104
0,1200,NA,NA,13.08,-52,-74
0,1300,7,3,5.41,-100,-23
0,1200,NA,NA,4.25,-30,-30
0,1200,NA,NA,7.83,-74,NA
0,1200,5,5,3.75,0,NA
0,1200,6,3,29.75,0,-50
0,1100,NA,NA,20.83,-31,NA
0,1300,7,1,24.25,-66,-48
0,1300,7,2,26.16,87,NA
0,1200,NA,NA,4.33,-9,11
0,1200,2,7,7.41,-146,-107
0,1200,NA,NA,18.25,84,NA
0,1300,7,3,3.25,144,116
0,1200,NA,NA,31.5,-39,NA
0,1200,4,7,18.58,290,295
0,1100,NA,NA,2.5,-36,NA
0,1200,4,1,25.5,-19,-15
0,1200,NA,NA,1.66,-1,-138
0,1200,NA,NA,12.75,-101,-186
0,1100,1,1,1.58,-16,-5
0,1200,6,6,31.16,706,364
0,1300,6,5,36.5,459,491
0,1300,5,NA,1.75,450,560
0,1200,5,8,2.91,503,366
0,1200,4,5,4.66,-33,-30
0,1300,7,3,7,-166,-55
0,1200,NA,NA,4.58,198,NA
0,1300,6,2,35.58,166,253
1,1200,4,6,4.33,-25,-32
0,1200,7,9,15.91,291,229
0,1100,3,1,4.66,-25,32
0,1200,5,6,27.66,170,49
1,1200,4,5,7.58,16,4
0,1200,NA,NA,2.5,661,NA
0,1200,NA,NA,16.08,7,11
1,1200,4,9,25.75,613,381
0,1100,NA,NA,19.08,323,NA
0,1200,2,6,6.16,-29,-127
0,1200,3,NA,6.75,1,-5
0,1300,1,NA,4.5,-7,-30
0,1200,2,6,1,233,347
0,1200,NA,NA,3.41,-42,-19
0,1200,4,6,19.66,88,68
0,1200,NA,NA,7,81,100
0,1200,NA,3,2.33,-18,-15
0,1200,NA,NA,9.5,-37,-37
0,1200,2,7,3.41,1298,1152
0,1200,NA,NA,2.66,-70,NA
0,1300,NA,NA,9.5,682,1146
1,1200,2,3,9.41,501,379
